Pesticide Code,Commodity Code,EPA Tolerance Value,pp_,Note,Comment
AES,CB,0.05,M,,
AES,CE,25,M,,
AES,CH,3.0,M,,
AES,CR,0.90,M,,
AES,CS,0.05,M,,
AES,CZ,3.0,M,,
AES,DF,0.10,M,,
AES,FS,NA,M,,
AES,GB,1.5,M,,
AES,GC,1.5,M,,
AES,GJ,1.0,M,,
AES,GZ,1.5,M,,
AES,NE,3.0,M,,
AES,OA,NT,M,,
AES,PC,3.0,M,,
AES,RI,NT,M,,
AES,SS,0.3,M,,
AES,ST,2.0,M,,
AES,TO,2.0,M,,
AES,WM,0.3,M,,
AES,YF,1.0,M,,
AEV,AP,0.2,M,,
AEV,BB,4.0,M,,
AEV,BN,NT,M,,
AEV,BZ,4.0,M,,
AEV,CB,0.4,M,,
AEV,CE,4.0,M,,
AEV,CH,0.2,M,,
AEV,CR,4.0,M,,
AEV,CS,0.4,M,,
AEV,CZ,0.2,M,,
AEV,FS,NA,M,,
AEV,GB,15,M,,
AEV,GJ,1.0,M,,
AEV,NE,0.2,M,,
AEV,SS,4.0,M,,
AEV,ST,10,M,,
AEV,WM,4.0,M,,
AEV,YF,16,M,,
AEW,AP,NT,M,,
AEW,BB,NT,M,,
AEW,BN,NT,M,,
AEW,BZ,NT,M,,
AEW,CB,NT,M,,
AEW,CE,25,M,,
AEW,CS,NT,M,,
AEW,FS,NA,M,,
AEW,GC,NT,M,,
AEW,GJ,2.5,M,,Regional Tolerance
AEW,GZ,NT,M,,
AEW,SS,0.30,M,,
AEW,ST,NT,M,,
AEW,TO,1.0,M,,
AEW,WM,0.30,M,,
AEW,YF,NT,M,,
AFC,CR,0.01,M,AL,Action Level
AFC,NE,0.05,M,AL,Action Level
AFF,AP,0.02,M,,
AFF,BB,0.02,M,,
AFF,BN,NT,M,,
AFF,BZ,0.02,M,,
AFF,CB,NT,M,,
AFF,CE,0.02,M,,
AFF,CH,0.02,M,,
AFF,CS,NT,M,,
AFF,CZ,0.02,M,,
AFF,DF,NT,M,,
AFF,FS,1.5,M,,
AFF,GB,NT,M,,
AFF,GC,NT,M,,
AFF,GJ,0.02,M,,
AFF,GZ,NT,M,,
AFF,NE,0.02,M,,
AFF,SS,0.03,M,,
AFF,ST,0.07,M,,
AFF,TO,0.02,M,,
AFF,WM,0.03,M,,
AFF,YF,0.02,M,,
AFK,BB,0.05,M,,
AFK,BN,NT,M,,
AFK,BZ,0.05,M,,
AFK,CB,0.05,M,,
AFK,CH,NT,M,,
AFK,CS,0.05,M,,
AFK,CZ,NT,M,,
AFK,GB,NT,M,,
AFK,SS,0.5,M,,
AFM,AP,0.40,M,,
AFM,BB,NT,M,,
AFM,BZ,NT,M,,
AFM,CB,0.01,M,,Inadvertent/Negligible Residue
AFM,CE,NT,M,,
AFM,CS,0.01,M,,Inadvertent/Negligible Residue
AFM,FS,NA,M,,
AFM,GJ,1.5,M,,
AFM,SS,0.30,M,,
AFM,ST,1.5,M,,
AFM,WM,0.30,M,,
AFM,YF,0.35,M,,
AFN,BB,NT,M,,
AFN,BZ,NT,M,,
AFN,CB,NT,M,,
AFN,CE,NT,M,,
AFN,CS,NT,M,,
AFN,SS,NT,M,,
AFN,ST,NT,M,,
AFN,YF,NT,M,,
AFO,AP,2.0,M,,Section 18 Emergency Exemption
AFO,BB,0.2,M,,
AFO,BN,0.01,M,,Food Handling Establishment To
AFO,BZ,0.2,M,,
AFO,CB,0.01,M,,Food Handling Establishment To
AFO,CE,5.0,M,,
AFO,CH,2.0,M,,
AFO,CS,0.01,M,,Food Handling Establishment To
AFO,CZ,2.0,M,,
AFO,DF,0.05,M,,
AFO,GB,0.01,M,,Food Handling Establishment To
AFO,GC,0.01,M,,Food Handling Establishment To
AFO,GJ,0.9,M,,
AFO,GZ,0.01,M,,Food Handling Establishment To
AFO,NE,1.0,M,,Regional Tolerance
AFO,OA,0.01,M,,Food Handling Establishment To
AFO,RI,9.0,M,,
AFO,SS,0.5,M,,
AFO,ST,0.01,M,,Food Handling Establishment To
AFO,TO,0.7,M,,
AFO,WM,0.5,M,,
AFO,YF,0.01,M,,Food Handling Establishment To
AFS,AP,0.30,M,,
AFS,BR,NT,M,,
AFS,CB,NT,M,,
AFS,CE,NT,M,,
AFS,CS,NT,M,,
AFS,DF,0.015,M,,
AFS,FS,NA,M,,
AFS,GC,0.40,M,,
AFS,GJ,1.0,M,,
AFS,GZ,0.40,M,,
AFS,NE,2.0,M,,
AFS,OA,NT,M,,
AFS,PC,2.0,M,,
AFS,RI,NT,M,,
AFS,ST,1.0,M,,
AFS,TO,0.20,M,,
AFS,WM,0.10,M,,
AFU,AP,NT,M,,
AFU,BB,NT,M,,
AFU,BR,NT,M,,
AFU,BZ,NT,M,,
AFU,CB,NT,M,,
AFU,CE,NT,M,,
AFU,CS,NT,M,,
AFU,GB,NT,M,,
AFU,GJ,NT,M,,
AFU,PC,NT,M,,
AFU,SS,1.5,M,,
AFU,WM,1.5,M,,
AFU,YF,NT,M,,
AFW,CE,6.0,M,,
AFW,DF,0.01,M,,
AFW,GC,0.80,M,,
AFW,GZ,0.80,M,,
AFX,BB,7.0,M,,
AFX,BN,0.01,M,,Food/Feed Tolerance unless cov
AFX,BR,0.50,M,,
AFX,BZ,7.0,M,,
AFX,CB,0.05,M,,
AFX,CE,0.01,M,,Food/Feed Tolerance unless cov
AFX,CH,8.0,M,,
AFX,CR,0.01,M,,Food/Feed Tolerance unless cov
AFX,CS,0.05,M,,
AFX,CZ,8.0,M,,
AFX,DF,1.0,M,,
AFX,GB,0.60,M,,
AFX,GC,0.60,M,,
AFX,GZ,0.60,M,,
AFX,NE,1.9,M,,
AFX,PC,1.9,M,,
AFX,SS,0.15,M,,
AFX,ST,0.45,M,,
AFX,TO,1.0,M,,
AFX,YF,0.07,M,,
AFY,CB,0.05,M,,
AFY,CS,0.05,M,,
AGA,BB,NT,M,,
AGA,BN,NT,M,,
AGA,BZ,NT,M,,
AGA,CB,NT,M,,
AGA,CE,NT,M,,
AGA,CH,NT,M,,
AGA,CR,0.09,M,,
AGA,CS,NT,M,,
AGA,CZ,NT,M,,
AGA,GB,0.5,M,,
AGA,SS,0.10,M,,
AGA,ST,NT,M,,
AGA,TO,0.9,M,,
AGA,YF,NT,M,,
AGB,AP,0.01,M,,
AGB,BB,NT,M,,
AGB,BZ,NT,M,,
AGB,CB,NT,M,,
AGB,CE,NT,M,,
AGB,CS,NT,M,,
AGB,FS,NA,M,,
AGB,GJ,0.01,M,,
AGB,NE,0.01,M,,
AGB,SS,NT,M,,
AGB,ST,NT,M,,
AGB,WM,NT,M,,
AGB,YF,0.01,M,,
AGE,BB,NT,M,,
AGE,BN,NT,M,,
AGE,BZ,NT,M,,
AGE,CB,NT,M,,
AGE,CE,NT,M,,
AGE,CH,NT,M,,
AGE,CS,NT,M,,
AGE,CZ,NT,M,,
AGE,SS,NT,M,,
AGE,ST,NT,M,,
AGE,YF,NT,M,,
AGF,BB,NT,M,,
AGF,BZ,NT,M,,
AGF,CB,NT,M,,
AGF,CE,NT,M,,
AGF,CS,NT,M,,
AGF,SS,NT,M,,
AGF,ST,1.5,M,,
AGF,YF,NT,M,,
AGG,AP,0.20,M,,
AGG,BB,1.5,M,,
AGG,BN,NT,M,,
AGG,BR,1.5,M,,
AGG,BZ,1.5,M,,
AGG,CB,NT,M,,
AGG,CE,4.0,M,,
AGG,CH,0.60,M,,
AGG,CR,0.60,M,,
AGG,CS,NT,M,,
AGG,CZ,0.60,M,,
AGG,DF,0.05,M,,
AGG,FS,NA,M,,
AGG,GB,NT,M,,
AGG,GC,NT,M,,
AGG,GJ,NT,M,,
AGG,GZ,NT,M,,
AGG,NE,0.60,M,,
AGG,PC,0.60,M,,
AGG,SS,1.5,M,,
AGG,ST,1.5,M,,
AGG,TO,0.40,M,,
AGG,WM,1.5,M,,
AGG,YF,NT,M,,
AGH,AP,0.025,M,,
AGH,CE,0.100,M,,
AGH,DF,0.003,M,,
AGH,GC,NT,M,,
AGH,GJ,0.03,M,,Import Tolerance
AGH,GZ,NT,M,,
AGH,TO,0.020,M,,
AGH,WM,0.02,M,,
AGJ,BB,1.9,M,,
AGJ,BN,NT,M,,
AGJ,BR,NT,M,,
AGJ,BZ,1.9,M,,
AGJ,CB,0.01,M,,
AGJ,CE,4.0,M,,
AGJ,CH,NT,M,,
AGJ,CS,0.01,M,,
AGJ,CZ,NT,M,,
AGJ,DF,0.03,M,,
AGJ,GB,NT,M,,
AGJ,GC,NT,M,,
AGJ,GZ,NT,M,,
AGJ,OA,NT,M,,
AGJ,PC,NT,M,,
AGJ,RI,4.0,M,,
AGJ,SS,0.50,M,,
AGJ,ST,1.9,M,,
AGJ,TO,1.0,M,,
AGJ,YF,0.05,M,,
AGL,CB,0.04,M,,
AGL,CS,0.04,M,,
AGL,ST,NT,M,,
AGM,BB,NT,M,,
AGM,BZ,NT,M,,
AGM,CB,0.010,M,,
AGM,CE,NT,M,,
AGM,CS,0.010,M,,
AGM,SS,NT,M,,
AGM,ST,NT,M,,
AGP,BB,NT,M,,
AGP,BN,NT,M,,
AGP,BZ,NT,M,,
AGP,CH,NT,M,,
AGP,CZ,NT,M,,
AGT,AP,NT,M,,
AGT,BB,2.0,M,,
AGT,BR,2.0,M,,
AGT,BZ,2.0,M,,
AGT,CB,0.02,M,,
AGT,CE,6.0,M,,
AGT,CS,0.02,M,,
AGT,FS,NA,M,,
AGT,GB,0.80,M,,
AGT,GJ,NT,M,,
AGT,OA,0.03,M,,
AGT,PC,NT,M,,
AGT,SS,0.10,M,,
AGT,ST,2.0,M,,
AGT,WM,0.10,M,,
AGT,YF,0.02,M,,
AGW,AP,1.2,M,,
AGW,BB,2.5,M,,
AGW,BR,4.0,M,,
AGW,BZ,2.5,M,,
AGW,CB,0.02,M,,
AGW,CE,13,M,,
AGW,CR,0.30,M,,
AGW,CS,0.02,M,,
AGW,DF,0.1,M,,
AGW,FS,NA,M,,
AGW,GB,2.0,M,,
AGW,GC,2.0,M,,
AGW,GJ,2.5,M,,
AGW,GZ,2.0,M,,
AGW,NE,4.0,M,,
AGW,OA,6.0,M,,
AGW,PC,4.0,M,,
AGW,RI,0.15,M,,
AGW,SS,0.5,M,,
AGW,ST,1.0,M,,
AGW,TO,1.4,M,,
AGW,WM,0.5,M,,
AGW,YF,2.0,M,,
AGX,AP,NT,M,,
AGX,BB,NT,M,,
AGX,BN,NT,M,,
AGX,BR,3,M,,
AGX,BZ,NT,M,,
AGX,CB,NT,M,,
AGX,CE,20,M,,
AGX,CH,NT,M,,
AGX,CS,NT,M,,
AGX,CZ,NT,M,,
AGX,DF,NT,M,,
AGX,FS,NA,M,,
AGX,GB,0.90,M,,
AGX,GC,0.90,M,,
AGX,GJ,1.4,M,,
AGX,GZ,NT,M,,
AGX,PC,NT,M,,
AGX,SS,0.6,M,,
AGX,ST,NT,M,,
AGX,TO,1.0,M,,
AGX,WM,0.6,M,,
AGX,YF,NT,M,,
AGY,AP,0.20,M,,
AGY,BB,0.25,M,,
AGY,BN,0.25,M,,
AGY,BZ,0.25,M,,
AGY,CB,0.04,M,,
AGY,CE,8.0,M,,
AGY,CH,0.20,M,,
AGY,CR,0.10,M,,
AGY,CS,0.04,M,,
AGY,CZ,0.20,M,,
AGY,DF,0.30,M,,
AGY,GB,0.30,M,,
AGY,GC,0.30,M,,
AGY,GJ,0.50,M,,
AGY,GZ,0.30,M,,
AGY,NE,0.20,M,,
AGY,OA,0.04,M,,
AGY,SS,0.30,M,,
AGY,ST,1.0,M,,
AGY,TO,0.40,M,,
AGY,WM,0.30,M,,
AGY,YF,0.04,M,,
AGZ,BB,NT,M,,
AGZ,BZ,NT,M,,
AGZ,CB,NT,M,,
AGZ,CE,NT,M,,
AGZ,CS,NT,M,,
AGZ,SS,NT,M,,
AGZ,ST,NT,M,,
AGZ,YF,NT,M,,
AHF,BB,3.5,M,,
AHF,BN,0.50,M,,
AHF,BZ,3.5,M,,
AHF,CH,3.0,M,,
AHF,CZ,3.0,M,,
AHG,AP,0.50,M,,Import Tolerance
AHG,BB,NT,M,,
AHG,BZ,NT,M,,
AHG,CB,NT,M,,
AHG,CE,NT,M,,
AHG,CS,NT,M,,
AHG,FS,NA,M,,
AHG,GJ,0.70,M,,Import Tolerance
AHG,SS,NT,M,,
AHG,ST,NT,M,,
AHG,WM,NT,M,,
AHG,YF,NT,M,,
AHJ,CB,0.04,M,,
AHJ,CS,0.04,M,,
AHJ,GB,NT,M,,
AHJ,OA,0.35,M,,
AHJ,RI,0.35,M,,
AHJ,ST,NT,M,,
AHK,OA,0.08,M,,
AHK,RI,NT,M,,
AHL,BB,NT,M,,
AHL,BZ,NT,M,,
AHL,CB,NT,M,,
AHL,CE,NT,M,,
AHL,CS,NT,M,,
AHL,GB,NT,M,,
AHL,SS,NT,M,,
AHL,ST,NT,M,,
AHM,AP,0.70,M,,
AHM,BB,3.0,M,,
AHM,BZ,3.0,M,,
AHM,CB,1.5,M,,
AHM,CE,9.0,M,,
AHM,CS,1.5,M,,
AHM,GB,2.5,M,,
AHM,GJ,1.3,M,,
AHM,NE,4.5,M,,
AHM,OA,NT,M,,
AHM,RI,NT,M,,
AHM,SS,0.30,M,,
AHM,ST,0.40,M,,
AHM,WM,0.30,M,,
AHM,YF,5.0,M,,
AHN,AP,NT,M,,
AHN,BB,NT,M,,
AHN,BN,NT,M,,
AHN,BZ,NT,M,,
AHN,CB,NT,M,,
AHN,CE,NT,M,,
AHN,CH,NT,M,,
AHN,CS,NT,M,,
AHN,CZ,NT,M,,
AHN,DF,NT,M,,
AHN,FS,NA,M,,
AHN,GB,0.75,M,,Interim Tolerance
AHN,GC,0.75,M,,Interim Tolerance
AHN,GJ,NT,M,,
AHN,GZ,0.75,M,,Interim Tolerance
AHN,TO,NT,M,,
AHN,WM,NT,M,,
AHQ,CR,0.01,M,,Food/Feed Tolerance unless cov
AHQ,NE,0.09,M,,
AHS,AP,1.5,M,,
AHS,BB,1.5,M,,
AHS,BZ,1.5,M,,
AHS,CB,0.01,M,,
AHS,CE,11,M,,
AHS,CS,0.01,M,,
AHS,FS,NA,M,,
AHS,GB,0.50,M,,
AHS,GJ,1.4,M,,
AHS,NE,1.6,M,,
AHS,SS,0.20,M,,
AHS,ST,1.5,M,,
AHS,WM,0.20,M,,
AHT,AP,NT,M,,
AHT,BB,NT,M,,
AHT,BN,NT,M,,
AHT,BZ,NT,M,,
AHT,CB,NT,M,,
AHT,CE,25,M,,
AHT,CH,NT,M,,
AHT,CR,0.15,M,,
AHT,CS,NT,M,,
AHT,CZ,NT,M,,
AHT,DF,NT,M,,
AHT,FS,NA,M,,
AHT,GB,NT,M,,
AHT,GC,NT,M,,
AHT,GJ,2.0,M,,
AHT,GZ,NT,M,,
AHT,SS,0.50,M,,
AHT,ST,NT,M,,
AHT,TO,1.60,M,,
AHT,WM,0.50,M,,
AHT,YF,NT,M,,
AHU,BB,NT,M,,
AHU,BZ,NT,M,,
AHU,CE,20,M,,
AHU,SS,NT,M,,
AHU,ST,NT,M,,
AHV,BB,NT,M,,
AHV,BN,NT,M,,
AHV,BZ,NT,M,,
AHV,CB,NT,M,,
AHV,CE,NT,M,,
AHV,CH,NT,M,,
AHV,CS,NT,M,,
AHV,CZ,NT,M,,
AHV,DF,NT,M,,
AHV,GB,0.75,M,,Interim Tolerance
AHV,GC,0.75,M,,Interim Tolerance
AHV,GZ,0.75,M,,Interim Tolerance
AHV,TO,NT,M,,
AHW,BB,NT,M,,
AHW,BN,NT,M,,
AHW,BZ,NT,M,,
AHW,CB,NT,M,,
AHW,CE,NT,M,,
AHW,CH,NT,M,,
AHW,CS,NT,M,,
AHW,CZ,NT,M,,
AHW,DF,NT,M,,
AHW,GB,0.75,M,,Interim Tolerance
AHW,GC,0.75,M,,Interim Tolerance
AHW,GZ,0.75,M,,Interim Tolerance
AHW,TO,NT,M,,
AHX,BB,0.40,M,,
AHX,BZ,0.40,M,,
AHX,CB,0.01,M,,
AHX,CE,NT,M,,
AHX,CS,0.01,M,,
AHX,NE,0.20,M,,
AHX,OA,1.0,M,,
AHX,RI,NT,M,,
AHX,SS,NT,M,,
AHX,ST,NT,M,,
AHX,YF,0.05,M,,
AHY,BB,NT,M,,
AHY,BZ,NT,M,,
AHY,CB,0.01,M,,
AHY,CE,NT,M,,
AHY,CS,0.01,M,,
AHY,GB,NT,M,,
AHY,SS,NT,M,,
AHY,ST,NT,M,,
AHZ,AP,0.03,M,,
AHZ,BB,NT,M,,
AHZ,BZ,NT,M,,
AHZ,CB,0.03,M,,
AHZ,CE,NT,M,,
AHZ,CS,0.03,M,,
AHZ,FS,NA,M,,
AHZ,GB,0.03,M,,
AHZ,GJ,0.03,M,,
AHZ,NE,0.03,M,,
AHZ,OA,0.03,M,,
AHZ,RI,0.03,M,,
AHZ,SS,NT,M,,
AHZ,ST,NT,M,,
AHZ,WM,NT,M,,
AJA,CB,0.01,M,,
AJA,CS,0.01,M,,
AJA,ST,0.01,M,,
AJF,BB,0.01,M,,
AJF,BZ,0.01,M,,
AJF,CB,NT,M,,
AJF,CE,NT,M,,
AJF,CS,NT,M,,
AJF,NE,0.01,M,,
AJF,OA,NT,M,,
AJF,RI,NT,M,,
AJF,SS,NT,M,,
AJF,ST,NT,M,,
AJG,AP,NT,M,,
AJG,FS,NA,M,,
AJG,GJ,NT,M,,
AJG,WM,NT,M,,
AJJ,BB,NT,M,,
AJJ,BZ,NT,M,,
AJJ,CB,NT,M,,
AJJ,CE,NT,M,,
AJJ,CS,NT,M,,
AJJ,SS,NT,M,,
AJJ,ST,NT,M,,
AJJ,YF,NT,M,,
AJK,BB,NT,M,,
AJK,BZ,NT,M,,
AJK,CB,NT,M,,
AJK,CE,0.100,M,,
AJK,CS,NT,M,,
AJK,SS,0.02,M,,
AJK,ST,NT,M,,
AJK,YF,NT,M,,
AJP,AP,0.01,M,,
AJP,BB,NT,M,,
AJP,BZ,NT,M,,
AJP,CB,NT,M,,
AJP,CE,NT,M,,
AJP,CS,NT,M,,
AJP,FS,NA,M,,
AJP,GJ,0.01,M,,
AJP,NE,0.01,M,,
AJP,SS,NT,M,,
AJP,ST,NT,M,,
AJP,WM,NT,M,,
AJP,YF,NT,M,,
AJU,BB,NT,M,,
AJU,BZ,NT,M,,
AJU,CB,NT,M,,
AJU,CE,NT,M,,
AJU,CS,NT,M,,
AJU,SS,NT,M,,
AJU,ST,NT,M,,
AJU,YF,NT,M,,
AJV,AP,NT,M,,
AJV,BB,NT,M,,
AJV,BN,NT,M,,
AJV,BZ,NT,M,,
AJV,CB,NT,M,,
AJV,CE,NT,M,,
AJV,CH,NT,M,,
AJV,CS,NT,M,,
AJV,CZ,NT,M,,
AJV,FS,NA,M,,
AJV,GJ,NT,M,,
AJV,SS,NT,M,,
AJV,ST,NT,M,,
AJV,WM,NT,M,,
AJW,BB,NT,M,,
AJW,BN,NT,M,,
AJW,BZ,NT,M,,
AJW,CB,NT,M,,
AJW,CE,NT,M,,
AJW,CH,NT,M,,
AJW,CS,NT,M,,
AJW,CZ,NT,M,,
AJW,SS,NT,M,,
AJW,ST,NT,M,,
AJX,BB,NT,,,
AJX,BN,NT,M,,
AJX,BR,NT,M,,
AJX,BZ,NT,,,
AJX,CB,NT,M,,
AJX,CE,NT,M,,
AJX,CH,NT,M,,
AJX,CS,NT,M,,
AJX,CZ,NT,M,,
AJX,PC,NT,M,,
AJX,SS,NT,M,,
AJX,ST,NT,M,,
AJX,YF,NT,M,,
AJY,AP,NT,M,,
AJY,BB,NT,M,,
AJY,BN,3.0,M,,Import Tolerance
AJY,BR,NT,M,,
AJY,BZ,NT,M,,
AJY,CB,NT,M,,
AJY,CE,NT,M,,
AJY,CH,NT,M,,
AJY,CS,NT,M,,
AJY,CZ,NT,M,,
AJY,GJ,1.0,M,,Import Tolerance
AJY,PC,NT,M,,
AJY,SS,NT,M,,
AJY,ST,NT,M,,
AJY,WM,NT,M,,
AJY,YF,NT,M,,
AJZ,AP,NT,M,,
AJZ,BB,NT,M,,
AJZ,BN,NT,M,,
AJZ,BR,NT,M,,
AJZ,BZ,NT,M,,
AJZ,CB,NT,M,,
AJZ,CE,NT,M,,
AJZ,CH,NT,M,,
AJZ,CS,NT,M,,
AJZ,CZ,NT,M,,
AJZ,FS,NA,M,,
AJZ,GJ,NT,M,,
AJZ,PC,NT,M,,
AJZ,SS,NT,M,,
AJZ,ST,NT,M,,
AJZ,WM,NT,M,,
AJZ,YF,NT,M,,
AKA,BB,NT,M,,
AKA,BN,NT,M,,
AKA,BZ,NT,M,,
AKA,CB,NT,M,,
AKA,CE,NT,M,,
AKA,CH,NT,M,,
AKA,CS,NT,M,,
AKA,CZ,NT,M,,
AKA,SS,NT,M,,
AKA,ST,NT,M,,
AKC,BB,NT,M,,
AKC,BZ,NT,M,,
AKC,CB,NT,M,,
AKC,CE,40.0,M,,
AKC,CS,NT,M,,
AKC,GB,NT,M,,
AKC,SS,3.0,M,,
AKC,ST,NT,M,,
AKC,TO,1.5,M,,
AKC,YF,NT,M,,
AKD,BB,3.0,M,,
AKD,BZ,3.0,M,,
AKD,CB,0.01,M,,
AKD,CE,30,M,,
AKD,CR,3.0,M,,
AKD,CS,0.01,M,,
AKD,GB,4.0,M,,
AKD,NE,4.0,M,,
AKD,SS,0.60,M,,
AKD,ST,3.0,M,,
AKD,TO,3.0,M,,
AKD,YF,0.40,M,,
AKF,OA,0.01,M,,
AKG,BB,NT,M,,
AKG,BZ,NT,M,,
AKG,CB,1.5,M,,
AKG,CE,NT,M,,
AKG,CS,1.5,M,,
AKG,SS,NT,M,,
AKG,ST,1.5,M,,
AKH,BB,NT,M,,
AKH,BZ,NT,M,,
AKH,CB,NT,M,,
AKH,CE,NT,M,,
AKH,CS,NT,M,,
AKH,SS,NT,M,,
AKH,ST,NT,M,,
AKN,BB,NT,M,,
AKN,BN,NT,M,,
AKN,BZ,NT,M,,
AKN,CH,NT,M,,
AKN,CZ,NT,M,,
AKO,BB,NT,M,,
AKO,BN,NT,M,,
AKO,BZ,NT,M,,
AKO,CH,NT,M,,
AKO,CZ,NT,M,,
AKO,NE,NT,M,,
AKP,BB,NT,M,,
AKP,BN,NT,M,,
AKP,BZ,NT,M,,
AKP,CB,NT,M,,
AKP,CH,NT,M,,
AKP,CS,NT,M,,
AKP,CZ,NT,M,,
AKP,GJ,NT,M,,
AKP,ST,NT,M,,
AKP,WM,NT,M,,
AKQ,BB,NT,M,,
AKQ,BN,NT,M,,
AKQ,BZ,NT,M,,
AKQ,CH,NT,M,,
AKQ,CZ,NT,M,,
AKQ,GJ,NT,M,,
AKQ,WM,NT,M,,
AKR,BB,NT,M,,
AKR,BN,NT,M,,
AKR,BZ,NT,M,,
AKR,CH,NT,M,,
AKR,CZ,NT,M,,
AKR,GJ,NT,M,,
AKR,WM,NT,M,,
AKS,CB,NT,M,,
AKS,CS,NT,M,,
AKS,GB,0.25,M,,
AKS,ST,0.50,M,,
AKU,CB,NT,M,,
AKU,CS,NT,M,,
AKU,ST,0.20,M,,
AKW,BB,7.0,M,,
AKW,BZ,7.0,M,,
AKW,CB,0.15,M,,
AKW,CE,30,M,,
AKW,CS,0.15,M,,
AKW,GB,2.0,M,,
AKW,NE,3.0,M,,
AKW,SS,0.50,M,,
AKW,ST,4.0,M,,
AKW,TO,0.7,M,,
AKZ,BB,NT,M,,
AKZ,BZ,NT,M,,
AKZ,CB,NT,M,,
AKZ,CE,NT,M,,
AKZ,CS,NT,M,,
AKZ,GB,0.01,M,,
AKZ,SS,NT,M,,
AKZ,ST,NT,M,,
ALA,BB,NT,M,,
ALA,BZ,NT,M,,
ALA,CB,0.04,M,,
ALA,CE,NT,M,,
ALA,CS,0.04,M,,
ALA,SS,NT,M,,
ALA,ST,NT,M,,
ALB,BB,NT,M,,
ALB,BZ,NT,M,,
ALB,CB,0.01,M,,
ALB,CE,NT,M,,
ALB,CS,0.01,M,,
ALB,SS,NT,M,,
ALB,ST,NT,M,,
ALE,CB,NT,M,,
ALE,CS,NT,M,,
ALE,ST,NT,M,,
ALH,BB,0.05,M,AL,Action Level
ALH,BZ,0.05,M,AL,Action Level
ALH,CB,0.05,M,AL,Action Level
ALH,CE,0.05,M,AL,Action Level
ALH,CS,0.05,M,AL,Action Level
ALH,SS,0.05,M,AL,Action Level
ALH,ST,0.05,M,AL,Action Level
ALH,YF,0.05,M,AL,Action Level
ALK,BB,NT,M,,
ALK,BZ,NT,M,,
ALK,CB,NT,M,,
ALK,CE,NT,M,,
ALK,CS,NT,M,,
ALK,SS,NT,M,,
ALK,ST,NT,M,,
ALK,YF,NT,M,,
ALP,BB,NT,M,,
ALP,BZ,NT,M,,
ALP,CB,NT,M,,
ALP,CE,NT,M,,
ALP,CS,NT,M,,
ALP,SS,NT,M,,
ALP,ST,NT,M,,
ALR,BB,NT,M,,
ALR,BZ,NT,M,,
ALR,CB,NT,M,,
ALR,CE,NT,M,,
ALR,CS,NT,M,,
ALR,SS,NT,M,,
ALR,ST,NT,M,,
ALS,BB,0.70,M,,
ALS,BZ,0.70,M,,
ALS,CB,NT,M,,
ALS,CE,2.0,M,,
ALS,CS,NT,M,,
ALS,SS,0.40,M,,
ALS,ST,0.70,M,,
ALS,TO,0.70,M,,
ALT,BB,NT,M,,
ALT,BZ,NT,M,,
ALT,CB,0.05,M,,
ALT,CE,NT,M,,
ALT,CS,0.05,M,,
ALT,SS,NT,M,,
ALT,ST,NT,M,,
ALU,BB,NT,M,,
ALU,BZ,NT,M,,
ALU,CB,NT,M,,
ALU,CE,NT,M,,
ALU,CS,NT,M,,
ALU,SS,NT,M,,
ALU,ST,NT,M,,
ALV,BB,2.0,M,,
ALV,BZ,2.0,M,,
ALV,CB,0.02,M,,
ALV,CE,6.0,M,,
ALV,CS,0.02,M,,
ALV,SS,0.10,M,,
ALV,ST,2.0,M,,
ALW,BB,NT,M,,
ALW,BZ,NT,M,,
ALW,CB,NT,M,,
ALW,CE,NT,M,,
ALW,CS,NT,M,,
ALW,SS,NT,M,,
ALW,ST,NT,M,,
ALX,BB,NT,M,,
ALX,BZ,NT,M,,
ALX,CB,NT,M,,
ALX,CE,NT,M,,
ALX,CS,NT,M,,
ALX,SS,0.025,M,,
ALX,ST,NT,M,,
ALY,BB,NT,M,,
ALY,BZ,NT,M,,
ALY,CB,NT,M,,
ALY,CE,NT,M,,
ALY,CS,NT,M,,
ALY,SS,NT,M,,
ALY,ST,NT,M,,
ALZ,BB,NT,M,,
ALZ,BZ,NT,M,,
ALZ,CB,NT,M,,
ALZ,CE,NT,M,,
ALZ,CS,NT,M,,
ALZ,SS,NT,M,,
ALZ,ST,NT,M,,
AMB,CB,NT,M,,
AMB,CS,NT,M,,
AMB,ST,NT,M,,
AMB,TO,2.0,M,,
AMC,CB,NT,M,,
AMC,CS,NT,M,,
AMC,ST,0.60,M,,
AMD,CB,0.01,M,,
AMD,CS,0.01,M,,
AMD,ST,NT,M,,
AME,CB,NT,M,,
AME,CS,NT,M,,
AME,ST,NT,M,,
AMF,CB,NT,M,,
AMF,CS,NT,M,,
AMF,ST,NT,M,,
AMG,CB,NT,M,,
AMG,CS,NT,M,,
AMG,ST,3,M,,
AMK,CB,NT,M,,
AMK,CS,NT,M,,
AMK,ST,NT,M,,
AMM,CB,NT,M,,
AMM,CS,NT,M,,
AMM,ST,NT,M,,
AMO,CB,0.015,M,,
AMO,CS,0.015,M,,
AMO,ST,NT,M,,
AMP,CB,0.05,M,,
AMP,CS,0.05,M,,
AMQ,CB,0.01,M,,
AMQ,CS,0.01,M,,
AMX,CB,NT,M,,
AMX,CS,NT,M,,
AMX,ST,NT,M,,
AMY,CB,NT,M,,
AMY,CS,NT,M,,
AMY,ST,NT,M,,
